acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre
0.14,0.836,222259,0.686,0.00231,C#,0.0681,-4.673,Major,0.0413,110.029,0.632,
0.0141,0.797,276867,0.762,1.05E-05,A#,0.064,-6.972,Major,0.259,94.224,0.722,
0.0338,0.703,150760,0.493,0,C#,0.449,-6.217,Minor,0.278,85.039,0.579,
0.0161,0.962,237655,0.573,0,G,0.109,-5.924,Major,0.308,125.035,0.728,
0.229,0.773,188813,0.47,0.000367,F#,0.0582,-8.134,Major,0.276,74.966,0.522,
0.0966,0.778,164592,0.917,0,F#,0.119,-5.269,Major,0.214,99.97,0.358,
0.497,0.624,202553,0.552,2.16E-05,G,0.558,-6.84,Major,0.38,128.012,0.498,
0.0656,0.734,166991,0.574,0,C#,0.443,-5.916,Major,0.261,134.866,0.366,
0.224,0.813,324173,0.544,0,E,0.134,-9.816,Major,0.232,146.073,0.699,
0.634,0.528,256415,0.781,0,G,0.551,-7.702,Major,0.544,102.582,0.313,
0.000988,0.644,235360,0.728,0.0279,A,0.473,-8.396,Minor,0.029,132.488,0.607,
0.764,0.409,271305,0.736,0,F#,0.0837,-5.686,Major,0.495,185.114,0.451,
0.147,0.662,240093,0.874,0,G#,0.141,-4.509,Major,0.0471,169.943,0.926,
0.000785,0.621,190181,0.935,0.00191,F,0.242,-5.516,Minor,0.0366,99.981,0.885,
0.198,0.677,233559,0.751,0,C#,0.0875,-5.078,Minor,0.145,178.067,0.758,
0.233,0.683,202067,0.674,2.18E-05,A#,0.266,-11.25,Minor,0.407,89.95,0.861,
0.0914,0.753,174877,0.509,0,D,0.0946,-7.692,Major,0.333,145.019,0.2,
0.00445,0.427,199800,0.7,0.202,C,0.629,-6.489,Major,0.274,86.607,0.237,
0.661,0.592,110886,0.457,0.000331,A,0.146,-6.081,Minor,0.0603,146.04,0.225,
0.424,0.549,194069,0.712,0,D,0.154,-5.267,Major,0.527,188.193,0.17,
0.1,0.794,165373,0.871,0,B,0.384,-6.797,Minor,0.0632,89.997,0.729,
0.266,0.873,262973,0.728,0,F,0.208,-7.543,Major,0.313,100.059,0.809,
0.127,0.458,202307,0.805,0,C#,0.664,-5.465,Major,0.16,143.755,0.282,
0.156,0.894,240307,0.796,0.000106,B,0.118,-3.119,Minor,0.0807,99.993,0.408,
0.56,0.644,240440,0.697,0,C,0.111,-6.069,Minor,0.0542,120.044,0.244,
0.352,0.499,275333,0.71,0,A,0.0737,-2.583,Major,0.109,207.695,0.739,
0.109,0.653,191320,0.711,0,A,0.443,-6.454,Major,0.0623,160.048,0.769,
0.16,0.769,249609,0.838,0,D,0.0935,-5.238,Major,0.0633,93.996,0.602,
0.0233,0.894,239227,0.598,1.23E-05,C#,0.0663,-7.59,Major,0.173,92.708,0.605,
0.00448,0.593,276080,0.625,0,C,0.863,-7.957,Minor,0.148,130.794,0.322,
0.359,0.571,131867,0.717,3.12E-06,F#,0.798,-8.333,Major,0.337,87.538,0.879,
0.107,0.789,310467,0.341,0,G,0.443,-8.512,Major,0.554,166.026,0.793,
0.266,0.442,213320,0.6,0,D,0.31,-9.087,Major,0.357,82.462,0.725,
0.0172,0.831,155253,0.608,0,C#,0.109,-5.551,Major,0.0564,163.953,0.14,
0.314,0.652,202228,0.511,0.00267,F,0.163,-8.055,Major,0.0916,95.045,0.296,
0.0283,0.838,302004,0.765,1.50E-05,G,0.0779,-6.299,Major,0.28,137.767,0.635,
0.0836,0.707,205387,0.599,0,C,0.31,-7.053,Minor,0.305,76.881,0.55,
0.00193,0.745,168641,0.869,0,F#,0.0799,-4.375,Major,0.0444,104.015,0.814,
0.0645,0.861,163707,0.64,0,G#,0.166,-6.895,Major,0.129,97.998,0.371,
0.017,0.944,219227,0.494,0,D,0.108,-6.325,Major,0.27,133.069,0.202,
0.0531,0.726,194590,0.576,0,B,0.0713,-10.365,Major,0.134,159.12,0.129,
0.504,0.64,281813,0.394,0.00157,C,0.0671,-12.706,Major,0.152,159.956,0.477,
0.0794,0.694,197720,0.669,0,G#,0.296,-5.143,Minor,0.115,128.083,0.522,
0.0157,0.658,210693,0.7,2.55E-06,A#,0.0332,-5.212,Minor,0.258,73.606,0.188,
0.0895,0.428,198093,0.714,0,G#,0.766,-5.574,Major,0.399,110.017,0.678,
0.0322,0.489,237707,0.692,0.00608,C#,0.315,-6.672,Major,0.41,96.946,0.527,
0.0644,0.632,192126,0.625,0,D,0.689,-5.781,Major,0.291,139.981,0.535,
0.0161,0.861,201640,0.346,0.127,G#,0.104,-12.033,Minor,0.0702,115.264,0.579,
0.145,0.986,229669,0.597,2.18E-06,G#,0.197,-6.809,Major,0.308,115.004,0.761,
0.465,0.836,174125,0.578,0,E,0.198,-8.344,Minor,0.295,102.087,0.642,
0.0379,0.825,153558,0.7,0,B,0.139,-5.098,Minor,0.243,132.996,0.317,
0.129,0.753,228101,0.836,1.32E-06,F#,0.409,-7.572,Minor,0.204,104.983,0.278,
0.015,0.803,350227,0.753,0,E,0.204,-3.542,Minor,0.0625,129.998,0.557,
0.383,0.817,246827,0.825,0,G,0.0866,-6.481,Major,0.238,99.032,0.881,
0.0148,0.75,200276,0.666,0,G#,0.108,-6.313,Minor,0.185,145.015,0.531,
0.148,0.861,260200,0.56,2.70E-05,C#,0.439,-9.974,Major,0.299,88.299,0.634,
0.0641,0.753,188000,0.826,0,C,0.356,-4.894,Major,0.233,149.954,0.445,
0.458,0.794,108293,0.364,0.923,A#,0.0991,-8.369,Minor,0.131,93.025,0.471,
0.0755,0.74,179307,0.408,0,G#,0.152,-9.595,Major,0.224,74.988,0.615,
0.0237,0.665,196336,0.706,0,G#,0.112,-6.859,Minor,0.0958,147.067,0.632,
0.254,0.595,349598,0.578,0,C#,0.37,-10.715,Major,0.581,81.613,0.368,
0.115,0.639,208173,0.547,0,G,0.373,-6.237,Minor,0.0434,129.939,0.117,
0.736,0.759,288640,0.492,0.00989,C#,0.107,-10.338,Minor,0.12,104.974,0.561,
0.078,0.827,235147,0.725,0,G,0.182,-9.866,Major,0.0999,129.984,0.12,
0.118,0.602,172356,0.901,0,D,0.296,-2.555,Minor,0.105,148.073,0.756,
0.0871,0.594,242890,0.705,0,D#,0.154,-5.276,Minor,0.0966,91.715,0.21,
0.14,0.911,172441,0.597,0,B,0.116,-6.517,Minor,0.273,142.036,0.315,
0.205,0.714,220656,0.853,0,F,0.116,-4.9,Minor,0.304,102.034,0.178,
0.178,0.624,222240,0.772,0,G,0.11,-4.687,Minor,0.165,172.014,0.589,
0.015,0.652,229147,0.827,0,G,0.432,-3.98,Minor,0.0445,100.011,0.659,
0.0242,0.564,266107,0.758,0.00109,B,0.376,-6.85,Major,0.283,92.674,0.597,
0.0877,0.757,141854,0.579,0,E,0.104,-9.174,Minor,0.0655,160.07,0.537,
0.0217,0.435,204427,0.691,0,F#,0.255,-6.322,Minor,0.324,149.595,0.533,
0.608,0.677,138465,0.434,0,F,0.12,-8.966,Minor,0.13,199.952,0.791,
0.111,0.935,145627,0.552,0,A#,0.0952,-9.373,Minor,0.335,99.993,0.615,
0.244,0.696,142192,0.634,0,A,0.437,-6.918,Minor,0.281,89.973,0.728,
0.00391,0.871,178720,0.751,0,F#,0.0853,-8.042,Minor,0.0788,139.984,0.787,
0.0311,0.885,195992,0.543,0,D,0.154,-6.338,Major,0.2,99.026,0.43,
0.0274,0.757,164589,0.612,0,A#,0.124,-7.23,Minor,0.131,140.058,0.35,
0.0904,0.894,289414,0.442,0,D,0.0816,-7.003,Major,0.236,129.994,0.174,
0.321,0.679,192000,0.357,0,C,0.0876,-6.006,Major,0.0313,140.01,0.54,
0.146,0.703,487960,0.807,0,C#,0.379,-4.936,Major,0.315,90.933,0.768,
0.00487,0.554,229627,0.615,0.102,B,0.104,-10.474,Minor,0.0493,148.239,0.44,
0.0209,0.731,142853,0.587,0,F#,0.117,-7.323,Major,0.0565,136.001,0.545,
0.0191,0.699,198317,0.694,0,G#,0.133,-5.219,Major,0.149,174.976,0.23,
0.103,0.642,252627,0.47,5.12E-05,G,0.0927,-9.197,Minor,0.0649,142.002,0.141,
0.0179,0.866,204093,0.652,0,B,0.728,-4.213,Major,0.239,125.101,0.222,
0.00303,0.313,266400,0.732,0,E,0.703,-4.456,Minor,0.305,56.983,0.442,
0.468,0.854,238853,0.53,0,C,0.0772,-6.973,Major,0.22,119.992,0.562,
0.0074,0.762,215061,0.533,0.00173,C#,0.186,-9.154,Major,0.0677,114.971,0.416,
0.559,0.666,196698,0.75,1.43E-06,A#,0.131,-4.189,Major,0.0899,158.918,0.593,
0.0151,0.538,163520,0.709,0,B,0.434,-9.634,Minor,0.269,162.801,0.472,
0.00432,0.544,261707,0.607,0,D,0.148,-6.51,Major,0.0489,135.029,0.177,
0.123,0.657,273027,0.579,0,G,0.102,-10.463,Minor,0.275,84.985,0.146,
0.00569,0.851,223000,0.462,0.816,D,0.0446,-5.463,Major,0.163,128.032,0.185,
0.226,0.88,182023,0.335,0,C#,0.107,-8.742,Major,0.297,140.061,0.213,
0.0978,0.404,198553,0.926,0,E,0.102,-4.986,Minor,0.734,85.96,0.211,
0.0196,0.882,257267,0.699,0,D,0.0469,-5.572,Major,0.249,145.008,0.42,
0.00764,0.711,185835,0.57,0,F,0.124,-7.353,Minor,0.101,76.358,0.236,
0.0688,0.667,312040,0.374,0,G,0.469,-13.587,Minor,0.0385,129.935,0.603,
0.0402,0.737,264000,0.535,0.000264,B,0.163,-6.932,Minor,0.0574,120.01,0.239,
0.103,0.401,60000,0.532,0,F,0.478,-11.554,Minor,0.508,84.777,0.413,
0.118,0.784,261333,0.762,0,D#,0.28,-5.42,Minor,0.304,96.026,0.784,
0.13,0.817,164144,0.647,0,G#,0.106,-4.694,Minor,0.139,142.038,0.42,
0.494,0.734,165214,0.472,0.00293,C#,0.102,-8.192,Minor,0.306,190.011,0.387,
0.337,0.569,183265,0.378,8.69E-05,B,0.128,-12.359,Minor,0.413,80.428,0.0617,
0.161,0.681,222453,0.469,0.403,D,0.108,-10.803,Minor,0.0366,130.022,0.0373,
0.303,0.284,323960,0.797,0,D,0.242,-5.293,Minor,0.158,67.984,0.556,
0.548,0.685,177720,0.615,5.06E-06,F#,0.169,-7.983,Major,0.0387,137.932,0.717,
0.426,0.805,186720,0.537,3.87E-06,C,0.218,-7.215,Major,0.431,144.045,0.535,
0.00841,0.725,159400,0.692,0,F,0.0912,-5.742,Minor,0.257,169.025,0.298,
0.435,0.509,327320,0.728,0.00162,C#,0.0752,-6.296,Major,0.0319,160,0.62,
0.0909,0.805,227467,0.814,6.47E-06,G,0.188,-6.102,Major,0.0642,95.016,0.509,
0.000807,0.847,186739,0.661,0.00126,G#,0.104,-4.614,Major,0.0548,143.979,0.184,
0.0459,0.655,190412,0.835,0,C#,0.409,-3.451,Major,0.059,91.035,0.165,
0.0381,0.595,325333,0.714,0,C#,0.08,-5.705,Major,0.0609,88.449,0.141,
0.122,0.549,218040,0.748,2.39E-05,C,0.512,-5.9,Major,0.136,85.002,0.419,
0.316,0.609,210948,0.857,0,C#,0.23,-5.12,Major,0.356,77.458,0.63,
0.0023,0.865,237655,0.718,7.62E-05,G#,0.264,-3.882,Major,0.204,153.548,0.476,
0.373,0.593,156547,0.673,0.000808,D,0.281,-6.324,Major,0.117,150.526,0.88,
0.641,0.808,263288,0.586,0,A#,0.14,-7.242,Minor,0.169,124.041,0.568,
0.212,0.651,262547,0.655,0.000198,A,0.206,-9.43,Minor,0.165,120.108,0.271,
0.693,0.615,154671,0.557,0,G#,0.16,-8.698,Major,0.286,119.845,0.425,
0.0186,0.757,251467,0.672,0,C,0.158,-6.524,Minor,0.0955,111.996,0.382,
0.000194,0.609,160427,0.804,0,B,0.302,-7.027,Major,0.139,159.967,0.414,
0.0814,0.642,271667,0.572,0.0154,C#,0.0725,-8.383,Minor,0.063,72.493,0.607,
0.0244,0.732,141038,0.65,0.00021,C#,0.127,-5.852,Major,0.265,125.2,0.453,
0.0536,0.914,241995,0.415,0,F#,0.131,-10.708,Major,0.464,135.03,0.646,
0.083,0.694,225200,0.595,4.52E-06,A#,0.0628,-5.926,Minor,0.298,119.859,0.138,
0.0165,0.801,193744,0.586,0,C,0.163,-6.141,Minor,0.0452,139.949,0.298,
0.779,0.605,408064,0.613,0,B,0.0981,-10.479,Minor,0.869,63.764,0.336,
0.00563,0.411,363853,0.893,0.00967,G,0.149,-3.646,Major,0.139,170.407,0.513,
0.108,0.648,153652,0.834,0,G#,0.117,-3.908,Minor,0.15,150.344,0.437,
0.116,0.717,204270,0.604,9.68E-06,F#,0.132,-6.602,Major,0.109,67.029,0.749,
0.111,0.833,306560,0.619,2.13E-05,G,0.159,-5.595,Major,0.0538,109.92,0.901,
0.303,0.507,206910,0.403,0.254,F#,0.109,-9.535,Minor,0.136,144.086,0.204,
0.0153,0.783,191533,0.615,0,C#,0.102,-5.533,Major,0.189,140.872,0.562,
0.0255,0.907,207507,0.837,0,C#,0.255,-5.013,Major,0.215,98.965,0.649,
0.0608,0.829,189093,0.362,0,C,0.135,-11.546,Minor,0.231,122.912,0.369,
0.119,0.757,195429,0.605,7.82E-06,G#,0.0748,-9.288,Minor,0.184,139.901,0.268,
0.157,0.621,222413,0.854,0,C#,0.0458,-3.697,Major,0.32,81.986,0.591,
0.191,0.711,257467,0.616,1.70E-05,E,0.0791,-11.647,Minor,0.337,168.383,0.548,
0.0891,0.784,200226,0.795,0,B,0.326,-4.159,Major,0.225,133.938,0.504,
0.447,0.523,163721,0.406,0,F#,0.184,-12.131,Major,0.4,128.582,0.539,
0.171,0.713,211785,0.62,1.16E-06,C,0.118,-4.513,Major,0.0422,130.09,0.206,
0.134,0.575,354853,0.81,5.45E-06,F,0.372,-5.824,Minor,0.0739,80.34,0.409,
0.0233,0.845,187521,0.709,0,A#,0.094,-4.547,Minor,0.0714,98.062,0.62,
0.0979,0.834,156927,0.75,0,G,0.383,-3.462,Major,0.294,89.235,0.669,
0.772,0.825,278493,0.477,0,D,0.105,-10.59,Minor,0.301,117.931,0.379,
0.2,0.839,242184,0.685,0,B,0.059,-8.051,Major,0.344,140.075,0.86,
0.189,0.774,229625,0.614,4.36E-05,A,0.113,-9.416,Minor,0.15,105.023,0.487,
0.0962,0.852,232705,0.727,0,C#,0.154,-4.851,Major,0.267,130.014,0.496,
0.0184,0.693,170543,0.791,0,D,0.345,-5.463,Major,0.161,152.859,0.827,
0.0433,0.948,194000,0.465,0,C#,0.105,-8.956,Major,0.0968,119.962,0.183,
0.0852,0.825,277867,0.725,4.27E-06,F#,0.251,-4.145,Major,0.204,89.872,0.704,
0.0196,0.761,231933,0.886,1.72E-06,C#,0.236,-5.322,Major,0.0627,121.91,0.89,
0.0222,0.751,221160,0.837,0,F,0.233,-5.954,Minor,0.0483,139.941,0.76,
0.47,0.678,242931,0.667,1.96E-05,G#,0.135,-8.579,Major,0.347,92.21,0.652,
0.586,0.705,148677,0.427,0,B,0.135,-11.305,Major,0.103,79.557,0.444,
0.00275,0.968,238020,0.563,0,C#,0.108,-6.744,Major,0.125,130.039,0.324,
0.354,0.541,291040,0.847,0,C#,0.231,-3.386,Major,0.264,83.778,0.546,
0.0843,0.842,230400,0.596,0,C#,0.106,-6.026,Major,0.112,124.988,0.0679,
0.256,0.736,206667,0.719,0,G#,0.0909,-3.839,Major,0.0357,90.013,0.656,
0.0951,0.613,218892,0.77,0,F#,0.076,-4.197,Minor,0.209,80.969,0.505,
0.109,0.725,291560,0.426,3.02E-05,G#,0.112,-9.175,Minor,0.259,97.963,0.157,
0.104,0.87,186867,0.606,0,C#,0.155,-6.713,Major,0.147,150.154,0.605,
0.145,0.885,237398,0.707,0,B,0.121,-5.48,Minor,0.158,140.016,0.657,
0.253,0.868,260893,0.498,9.06E-05,G,0.656,-13.683,Major,0.378,94.062,0.9,
0.0731,0.799,179272,0.626,0,C#,0.0962,-6.712,Major,0.374,149.914,0.554,
0.354,0.743,252865,0.377,0,G#,0.187,-12.409,Minor,0.0376,112.366,0.556,
0.0197,0.942,266680,0.594,0,G,0.245,-7.912,Major,0.252,139.011,0.307,
0.106,0.533,187578,0.666,0,F#,0.127,-6.27,Major,0.365,156.9,0.587,
0.263,0.759,259507,0.783,9.14E-06,A,0.191,-5.182,Minor,0.311,80.055,0.831,
0.399,0.882,189473,0.414,0.000256,B,0.11,-10.227,Major,0.234,114.075,0.527,
0.119,0.779,169819,0.819,0,F,0.113,-3.974,Minor,0.206,159.885,0.589,
0.822,0.695,164309,0.495,0,G#,0.128,-9.466,Major,0.0889,160.041,0.44,
0.00368,0.915,145168,0.666,0.00295,C#,0.253,-2.52,Major,0.0402,124.057,0.0386,
0.268,0.802,216440,0.478,6.17E-06,C#,0.0855,-10.304,Major,0.105,143.987,0.485,
0.0381,0.901,254947,0.472,0,B,0.11,-8.416,Minor,0.194,120,0.479,
0.056,0.532,415693,0.781,0,G,0.704,-7.355,Minor,0.351,86.585,0.206,
0.045,0.646,239907,0.932,2.85E-06,C#,0.276,-4.178,Major,0.276,176.111,0.518,
0.243,0.872,229587,0.472,2.22E-06,A,0.0902,-8.217,Major,0.205,130.985,0.255,
0.413,0.636,265120,0.501,0,B,0.339,-7.26,Minor,0.329,82.309,0.196,
0.00123,0.671,280013,0.499,0,A#,0.239,-7.766,Major,0.0442,84.045,0.0854,
0.556,0.844,353453,0.935,0,G,0.42,-3.585,Major,0.0641,118.999,0.958,
0.509,0.552,241067,0.486,0,F,0.199,-9.226,Minor,0.518,85.703,0.303,
0.00205,0.729,263973,0.894,0.021,F,0.128,-3.494,Major,0.0397,124.992,0.832,
0.0419,0.614,226307,0.799,0.0119,C,0.0709,-6.612,Minor,0.0398,99.998,0.0851,
0.0775,0.738,225573,0.85,0,G,0.162,-5.818,Minor,0.0403,94.999,0.678,
0.0449,0.43,292160,0.886,0,C,0.0879,-5.811,Major,0.0828,187.38,0.808,
0.271,0.747,238010,0.492,1.11E-05,B,0.263,-8.399,Minor,0.11,124.87,0.189,
0.00803,0.69,253933,0.509,2.10E-06,B,0.245,-10.116,Minor,0.0779,84.885,0.422,
0.0336,0.694,142000,0.514,0.000164,C#,0.115,-11.063,Minor,0.0449,120.011,0.136,
0.329,0.743,181933,0.571,0,B,0.522,-8.038,Major,0.505,172.056,0.571,
0.373,0.685,252267,0.38,0,G#,0.0371,-11.219,Major,0.112,175.562,0.87,
0.0457,0.797,222247,0.437,0.00109,A,0.126,-11.58,Major,0.0469,125.008,0.186,
0.147,0.9,202667,0.365,0.185,A#,0.179,-6.395,Minor,0.235,135.003,0.136,
0.245,0.636,323613,0.577,0,C,0.0778,-10.059,Minor,0.525,94.356,0.188,
0.0569,0.64,265498,0.782,0,C,0.291,-5.913,Major,0.325,157.48,0.733,
0.00829,0.72,151184,0.725,0,G#,0.137,-3.988,Major,0.0525,142.957,0.202,
0.0285,0.676,247493,0.954,0,A,0.112,-1.84,Major,0.127,103.998,0.532,
0.261,0.798,191633,0.523,0,D#,0.105,-5.085,Major,0.0536,124.999,0.409,
0.133,0.928,217173,0.496,0.000196,D,0.231,-8.385,Major,0.154,126.017,0.0782,
0.499,0.903,256615,0.66,0,A#,0.125,-5.788,Minor,0.116,129.958,0.517,
0.0151,0.885,102857,0.466,0,C#,0.149,-9.369,Major,0.46,139.966,0.36,
0.0191,0.561,219293,0.688,0.00192,G,0.377,-6.668,Major,0.397,149.567,0.384,
0.000591,0.755,164844,0.589,0,B,0.142,-8.883,Minor,0.187,77.513,0.23,
0.147,0.852,216547,0.572,2.62E-06,C#,0.186,-5.086,Major,0.149,90.939,0.569,
0.0312,0.663,206250,0.636,0,A#,0.515,-6.072,Minor,0.226,159.999,0.433,
0.564,0.806,187815,0.813,0.000141,E,0.105,-5.868,Minor,0.158,93.88,0.943,
0.224,0.833,238907,0.657,0,C#,0.0667,-7.582,Major,0.277,93.426,0.196,
0.0557,0.836,192001,0.66,0,G#,0.0975,-5.754,Major,0.111,95.041,0.752,
0.0181,0.558,261227,0.604,0,G,0.503,-7.892,Minor,0.0529,120.159,0.323,
0.00697,0.677,201573,0.83,0,E,0.134,-3.96,Major,0.0489,137.997,0.612,
0.0511,0.631,109558,0.637,0,F,0.12,-6.049,Minor,0.0698,79.927,0.571,
0.255,0.808,206493,0.767,0.0197,C#,0.0886,-4.912,Minor,0.0445,94.998,0.722,
0.00131,0.694,274147,0.719,1.47E-05,G,0.0714,-4.538,Major,0.0484,129.961,0.352,
0.00973,0.885,199191,0.607,0,C#,0.325,-7.642,Minor,0.386,137.881,0.391,
0.000176,0.59,224093,0.698,0,B,0.107,-4.262,Major,0.0286,95.975,0.352,
0.000633,0.607,166105,0.861,0.00298,A,0.113,-5.44,Major,0.0503,89.973,0.77,
0.189,0.626,234147,0.615,1.20E-05,G#,0.127,-7.667,Major,0.0898,123.048,0.0795,
0.0926,0.787,156238,0.483,0,F,0.204,-9.327,Minor,0.0811,122.926,0.185,
0.196,0.533,260547,0.45,2.75E-06,C,0.147,-14.975,Major,0.446,77.999,0.351,
0.268,0.548,209869,0.512,2.23E-06,B,0.273,-7.671,Minor,0.294,67.853,0.718,
0.252,0.754,178187,0.878,0,B,0.191,-4.959,Minor,0.278,141.021,0.454,
0.691,0.777,173735,0.416,0.00037,G,0.124,-7.999,Minor,0.0599,77.497,0.32,
0.266,0.795,180779,0.624,0,F#,0.091,-5.997,Minor,0.207,153.852,0.908,
0.323,0.403,258600,0.919,0,C,0.382,-1.925,Major,0.28,117.435,0.608,
0.497,0.851,298773,0.849,2.05E-06,C#,0.116,-3.383,Minor,0.0828,120.014,0.844,
0.872,0.802,195066,0.414,0,G,0.0863,-10.635,Major,0.0776,131.952,0.377,
0.15,0.587,195187,0.543,9.39E-05,C#,0.379,-9.641,Major,0.536,116.609,0.488,
0.348,0.819,145060,0.481,0,C#,0.122,-6.67,Major,0.415,129.97,0.279,
0.734,0.531,369387,0.549,0,G,0.715,-9.949,Major,0.324,145.567,0.308,
0.0679,0.901,183809,0.529,0,G#,0.536,-7.94,Major,0.413,144.941,0.343,
0.00329,0.741,171781,0.708,0.198,C#,0.635,-4.978,Major,0.0364,122.974,0.26,
0.0227,0.574,116758,0.542,0.868,E,0.288,-7.773,Minor,0.138,82.427,0.383,
0.0353,0.748,233251,0.69,0,C,0.315,-3.812,Minor,0.0477,131.972,0.433,
0.0231,0.668,242307,0.729,0,E,0.128,-6.421,Minor,0.262,79.872,0.734,
0.145,0.723,290794,0.768,0,C,0.172,-5.469,Minor,0.0587,142.022,0.526,
0.0407,0.806,217227,0.887,2.03E-05,F#,0.364,-3.51,Major,0.0909,117.031,0.443,
0.0264,0.727,205715,0.86,0,C#,0.0485,-5.914,Major,0.0615,104.958,0.482,
0.017,0.633,254867,0.726,5.37E-05,F,0.102,-9.318,Minor,0.0678,137.98,0.218,
0.843,0.643,275298,0.766,3.14E-06,C,0.228,-6.141,Minor,0.425,131.001,0.54,
0.125,0.578,250587,0.5,0,A#,0.235,-6.656,Minor,0.271,104.095,0.388,
0.127,0.689,188832,0.657,0,F,0.166,-3.632,Minor,0.0394,77.509,0.234,
0.0106,0.74,288479,0.93,0.0156,C#,0.128,-5.662,Major,0.0798,150.085,0.254,
0.000402,0.364,305840,0.841,0,G#,0.242,-4.831,Major,0.119,100.14,0.0837,
0.111,0.803,204800,0.519,0.129,F#,0.107,-8.59,Major,0.148,75.008,0.345,
0.0056,0.828,240293,0.631,0,G,0.139,-7.815,Major,0.251,128.538,0.502,
0.218,0.733,174817,0.569,0,B,0.327,-8.799,Major,0.0587,135.026,0.808,
0.0608,0.628,162000,0.53,0,A#,0.0642,-9.663,Minor,0.0855,95.006,0.203,
0.0853,0.79,234373,0.734,0.00409,C,0.112,-4.66,Major,0.0524,107.369,0.223,
0.404,0.711,217182,0.545,0,B,0.122,-6.81,Major,0.0322,108.02,0.345,
0.0306,0.69,226632,0.502,0,C,0.145,-7.077,Minor,0.0638,86.185,0.329,
0.266,0.529,297347,0.823,1.82E-06,B,0.44,-7.01,Minor,0.129,94.712,0.86,
0.129,0.555,232613,0.592,0,F#,0.103,-6.833,Major,0.333,92.196,0.663,
0.303,0.502,228867,0.801,7.27E-06,C#,0.199,-9.49,Major,0.409,98.247,0.334,
0.0883,0.75,266520,0.495,0,F,0.217,-7.611,Minor,0.106,123.032,0.453,
0.101,0.866,193726,0.647,0,F#,0.11,-6.106,Minor,0.33,140.003,0.435,
0.108,0.694,259717,0.626,0,A,0.343,-8.185,Major,0.278,135.966,0.695,
0.0639,0.776,165642,0.73,0,F,0.113,-6.324,Minor,0.328,162.984,0.74,
0.0939,0.771,134795,0.566,1.07E-05,C#,0.109,-5.607,Major,0.264,146.098,0.232,
0.319,0.726,288284,0.838,2.16E-06,G#,0.119,-4.791,Minor,0.217,101.477,0.319,
0.177,0.703,291667,0.469,0,B,0.726,-6.515,Minor,0.0415,86.038,0.661,
0.153,0.679,214554,0.513,0.082,C,0.102,-10.326,Major,0.0764,75.969,0.622,
0.514,0.652,162795,0.37,6.44E-06,D#,0.112,-9.346,Minor,0.25,124.979,0.338,
0.00154,0.852,296413,0.617,6.48E-05,C#,0.36,-7.515,Minor,0.12,129.974,0.3,
0.175,0.768,190596,0.533,0.000856,B,0.172,-8.012,Minor,0.125,92.007,0.364,
0.234,0.529,244680,0.954,1.85E-05,B,0.382,-3.512,Minor,0.4,86.674,0.393,
0.107,0.724,228827,0.638,0,A,0.078,-4.721,Minor,0.0344,92.671,0.623,
0.228,0.794,170057,0.498,3.05E-05,F#,0.0929,-8.661,Minor,0.115,76.022,0.215,
0.211,0.796,185307,0.541,1.31E-05,F#,0.0981,-7.352,Major,0.0742,145.034,0.355,
0.496,0.701,248560,0.76,0,A,0.0867,-6.561,Major,0.0512,91.986,0.301,
0.0854,0.851,215839,0.702,0,C#,0.374,-4.172,Major,0.268,126.94,0.179,
0.0295,0.697,274533,0.608,0,E,0.276,-10.976,Minor,0.0463,133.879,0.725,
0.065,0.859,276813,0.792,0,D,0.3,-4.007,Major,0.141,103.201,0.766,
0.0378,0.862,268827,0.676,0,G,0.251,-6.336,Major,0.0859,111.111,0.281,
0.352,0.609,301469,0.637,0,G,0.659,-8.267,Major,0.505,118.931,0.798,
0.325,0.91,192000,0.661,0.000114,G,0.149,-6.999,Major,0.122,120.044,0.763,
0.0217,0.708,229942,0.658,0,D,0.0812,-7.432,Major,0.238,134.99,0.354,
0.048,0.672,195373,0.804,0,D,0.0831,-6.685,Major,0.534,69.748,0.686,
0.0198,0.677,182837,0.697,0,F,0.144,-5.63,Minor,0.0321,134,0.61,
0.194,0.526,217367,0.919,0,B,0.037,-4.702,Minor,0.32,180.069,0.704,
0.0191,0.523,287667,0.842,0,C#,0.139,-5.529,Minor,0.165,149.974,0.443,
0.0328,0.794,174133,0.522,0,G#,0.156,-7.829,Major,0.159,86.318,0.567,
0.156,0.835,196087,0.527,0,D,0.121,-5.48,Major,0.295,131.02,0.292,
0.229,0.786,190507,0.667,0,B,0.0936,-5.62,Minor,0.232,148.01,0.879,
0.122,0.66,178227,0.708,0.000113,E,0.117,-5.353,Minor,0.0399,145.092,0.146,
0.0166,0.74,181714,0.592,0,C#,0.275,-5.003,Minor,0.0874,140.12,0.373,
0.137,0.756,202147,0.506,1.75E-06,C#,0.158,-7.067,Minor,0.0539,143.994,0.315,
0.0141,0.687,239973,0.858,0,G,0.158,-6.471,Major,0.237,87.869,0.398,
0.238,0.72,208027,0.721,0,G,0.294,-4.564,Minor,0.262,173.432,0.892,
0.25,0.822,227373,0.861,7.00E-05,B,0.164,-8.846,Major,0.0832,123.964,0.548,
0.217,0.544,326813,0.557,0.000125,G,0.0771,-10.554,Major,0.0765,87.97,0.105,
