acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre
0.0492,0.845,179917,0.865,0.00039,D,0.186,-6.056,Major,0.184,123.987,0.389,
0.12,0.799,257707,0.871,0,D,0.0688,-5.784,Major,0.138,77.013,0.811,
0.217,0.637,329427,0.66,0,C,0.09,-4.792,Major,0.162,90.876,0.503,
0.0061,0.842,240816,0.576,0,G,0.0414,-7.452,Major,0.182,120.201,0.866,
0.0492,0.871,204707,0.54,0,C#,0.161,-5.478,Major,0.29,136.121,0.3,
0.0494,0.913,227457,0.693,0,D,0.0994,-5.727,Major,0.301,131.001,0.484,
0.00887,0.706,225947,0.537,0,G,0.129,-6.347,Major,0.348,203.746,0.775,
0.186,0.638,151107,0.946,0,A#,0.399,-3.685,Minor,0.315,85.015,0.583,
0.564,0.692,206027,0.552,0.0289,B,0.158,-8.265,Minor,0.0473,80.026,0.363,
0.0524,0.881,187454,0.633,6.72E-06,C#,0.158,-6.647,Minor,0.0683,121.922,0.335,
0.0485,0.673,249467,0.785,3.65E-06,A#,0.0397,-2.894,Minor,0.351,84.607,0.85,
0.0395,0.69,248800,0.672,1.71E-06,A#,0.802,-9.38,Minor,0.382,96.332,0.736,
0.00909,0.71,172013,0.805,0,C#,0.141,-5.471,Major,0.0637,92.601,0.897,
0.177,0.554,281507,0.848,0.00612,C,0.154,-5.111,Major,0.285,177.394,0.364,
0.0258,0.696,236840,0.885,0,A#,0.247,-3.804,Minor,0.348,175.912,0.708,
0.0498,0.7,300600,0.402,1.04E-06,F,0.16,-9.93,Minor,0.278,77.871,0.499,
0.117,0.66,262000,0.722,0.00713,A#,0.0955,-7.922,Minor,0.0451,101.989,0.424,
0.114,0.887,217467,0.419,0.268,A#,0.129,-10.961,Minor,0.353,96.149,0.576,
0.483,0.71,216333,0.545,0,E,0.0644,-9.599,Major,0.0588,140.233,0.632,
0.0224,0.859,219413,0.599,0,C,0.279,-10.546,Major,0.238,140.066,0.539,
0.0546,0.775,116820,0.572,0,A#,0.313,-8.759,Minor,0.25,122.012,0.421,
0.0108,0.603,167173,0.606,0.00157,D#,0.108,-5.06,Minor,0.0688,93.06,0.403,
0.0146,0.936,255379,0.588,0,G,0.139,-6.948,Minor,0.136,124.987,0.238,
0.00176,0.885,251057,0.559,0,F#,0.0973,-7.085,Major,0.322,76.472,0.565,
0.00988,0.708,177865,0.661,0,F#,0.135,-5.028,Minor,0.11,155.962,0.293,
0.00881,0.655,237604,0.662,0,A,0.228,-9.145,Minor,0.195,131.036,0.137,
0.0186,0.796,192750,0.674,1.12E-05,D,0.0776,-6.395,Major,0.168,160.029,0.359,
0.125,0.766,359400,0.95,7.19E-05,A,0.142,-4.1,Major,0.249,89.996,0.395,
0.0565,0.662,131000,0.565,3.72E-05,C#,0.264,-7.852,Major,0.406,163.084,0.335,
0.00754,0.885,130482,0.777,0,F,0.0895,-6.408,Major,0.357,140.046,0.486,
0.167,0.762,147692,0.282,0.102,G#,0.0987,-5.479,Major,0.0719,130.017,0.155,
0.256,0.351,253387,0.622,3.44E-05,G#,0.613,-6.495,Minor,0.235,83.375,0.457,
0.256,0.622,285434,0.645,0,E,0.119,-6.3,Minor,0.381,137.538,0.474,
0.794,0.641,319273,0.637,0.0515,D#,0.131,-9.43,Minor,0.0579,138.869,0.601,
0.548,0.744,139567,0.549,0,A,0.137,-6.041,Minor,0.0387,110.004,0.277,
0.221,0.568,270733,0.904,0,C,0.22,-2.497,Major,0.349,109.331,0.799,
0.162,0.543,340800,0.281,0.00325,F#,0.143,-11.604,Major,0.0626,116.981,0.0686,
0.377,0.652,272453,0.836,0,D,0.138,-7.179,Minor,0.153,123.946,0.162,
0.33,0.609,215509,0.799,0,A,0.108,-6.883,Major,0.24,157.74,0.582,
0.0872,0.477,252307,0.647,0,D#,0.119,-4.657,Minor,0.343,109.879,0.549,
0.725,0.803,174002,0.588,0.000124,C,0.113,-6.186,Major,0.0639,113.036,0.969,
0.167,0.542,190920,0.461,0,A,0.476,-8.582,Major,0.332,139.806,0.162,
0.36,0.632,170000,0.686,0,E,0.16,-5.198,Major,0.0372,149.985,0.595,
0.757,0.522,75265,0.191,0.00417,F#,0.158,-15.47,Major,0.0836,83.571,0.666,
0.215,0.77,321987,0.664,0.000118,C,0.105,-5.604,Major,0.211,140.163,0.472,
0.195,0.471,192880,0.887,0,C#,0.116,-2.445,Major,0.274,139.999,0.268,
0.546,0.566,196272,0.788,0,G,0.0997,-8.025,Major,0.371,128.216,0.533,
0.18,0.673,264984,0.757,0,G#,0.039,-5.087,Major,0.222,96.126,0.641,
0.00506,0.689,242457,0.637,0,C#,0.166,-7.921,Minor,0.0331,111.005,0.287,
0.0184,0.833,352907,0.64,0,A#,0.102,-5.674,Minor,0.219,99.284,0.465,
0.43,0.692,212760,0.733,2.35E-06,D,0.351,-6.012,Major,0.0313,109.989,0.419,
0.795,0.438,232591,0.548,4.68E-05,G#,0.114,-8.491,Minor,0.53,182.603,0.088,
0.336,0.736,259474,0.713,0,C#,0.111,-6.944,Major,0.237,148.027,0.428,
0.00881,0.652,168040,0.88,4.62E-06,D,0.393,-8.177,Major,0.11,120.045,0.447,
0.372,0.775,211862,0.539,8.11E-06,F,0.225,-4.303,Major,0.0881,144.966,0.624,
0.0581,0.764,98093,0.484,0,F,0.411,-8.453,Minor,0.409,71.158,0.373,
0.108,0.849,148062,0.598,0,A,0.154,-5.722,Minor,0.262,141.932,0.404,
0.137,0.754,225173,0.869,0,E,0.752,-3.843,Major,0.303,93.77,0.784,
0.00708,0.691,134676,0.595,0,B,0.142,-5.626,Major,0.14,79.025,0.496,
0.235,0.68,230408,0.732,0.000174,A#,0.0705,-7.108,Minor,0.27,75.422,0.864,
0.806,0.574,278693,0.489,0.00335,C#,0.27,-8.177,Major,0.165,133.675,0.386,
0.136,0.899,227044,0.496,0,G,0.139,-4.691,Major,0.329,127.046,0.145,
0.116,0.632,162667,0.81,0,D,0.11,-5.649,Major,0.407,89.882,0.421,
0.132,0.751,154694,0.421,0.0291,B,0.105,-10.158,Minor,0.0649,75.497,0.416,
0.843,0.518,169242,0.382,1.67E-05,F#,0.11,-12.976,Major,0.451,82.827,0.496,
0.415,0.624,261747,0.729,0,C#,0.135,-4.747,Major,0.198,87.948,0.334,
0.374,0.611,193963,0.508,3.87E-06,B,0.168,-5.573,Minor,0.0741,103.612,0.368,
0.0235,0.709,168361,0.858,0,C,0.127,-3.442,Major,0.137,160.031,0.584,
0.105,0.902,198855,0.753,0,G,0.159,-3.955,Major,0.296,140.018,0.545,
0.372,0.64,304733,0.529,0,C,0.0782,-6.785,Minor,0.0893,128.101,0.177,
0.0195,0.884,185137,0.59,0,G#,0.108,-4.886,Major,0.377,74.947,0.346,
0.433,0.673,579293,0.871,0,C#,0.477,-5.781,Minor,0.415,89.186,0.232,
0.252,0.793,248163,0.627,0,G#,0.126,-4.862,Minor,0.322,148.007,0.598,
0.0195,0.558,182697,0.674,4.39E-06,F,0.0599,-7.378,Minor,0.183,159.977,0.271,
0.278,0.863,157259,0.717,0.0826,E,0.0991,-3.143,Minor,0.17,152.05,0.357,
0.267,0.7,208347,0.528,0,C#,0.0892,-5.979,Minor,0.0498,79.987,0.717,
0.401,0.764,240707,0.574,0,A,0.11,-9.475,Minor,0.042,123.928,0.931,
0.124,0.644,249731,0.582,0,G#,0.102,-6.572,Major,0.0726,99.797,0.372,
0.0621,0.874,256867,0.716,1.39E-05,A,0.253,-5.859,Minor,0.252,95.587,0.674,
0.00832,0.583,227080,0.99,0.00756,F#,0.55,-4.147,Major,0.273,165.998,0.739,
0.403,0.743,390005,0.787,0,F,0.0553,-4.863,Minor,0.348,126.98,0.71,
0.712,0.524,89867,0.489,0,C#,0.311,-7.142,Major,0.309,117.296,0.683,
0.0879,0.61,245467,0.856,0,B,0.289,-3.974,Major,0.325,91.77,0.67,
0.0012,0.605,250213,0.832,0.0114,G,0.053,-5.564,Minor,0.0316,102.01,0.506,
0.0717,0.705,228565,0.73,4.58E-06,A#,0.0872,-7.796,Major,0.0337,100.031,0.758,
0.334,0.739,256227,0.489,0.00571,C,0.0943,-6.56,Major,0.0335,96.013,0.78,
0.635,0.564,290901,0.812,0,A#,0.324,-8.058,Major,0.376,79.113,0.437,
0.0119,0.794,192382,0.447,0.000179,G,0.109,-9.253,Major,0.152,139.949,0.189,
0.0149,0.906,222656,0.448,0.0821,A,0.0582,-10.947,Minor,0.0679,122.037,0.676,
0.536,0.875,184686,0.543,0,A,0.0695,-4.714,Minor,0.142,129.953,0.552,
0.00526,0.862,157714,0.647,0,A#,0.112,-5.485,Major,0.251,139.851,0.254,
0.0937,0.798,263980,0.704,0,A#,0.308,-4.317,Minor,0.199,116.016,0.867,
0.196,0.654,280870,0.668,0,F,0.0999,-9.135,Minor,0.248,95.142,0.378,
0.487,0.648,255867,0.842,0,C#,0.104,-4.704,Major,0.374,78.787,0.578,
0.201,0.737,206467,0.865,0,C,0.0662,-3.672,Major,0.186,130.041,0.635,
0.174,0.704,237383,0.682,0,E,0.121,-5.862,Minor,0.307,149.988,0.594,
0.022,0.825,280793,0.789,0,F,0.499,-5.181,Minor,0.232,156.046,0.532,
0.759,0.489,272573,0.57,2.10E-06,C#,0.179,-10.291,Major,0.306,185.516,0.584,
0.106,0.731,210747,0.631,0,A,0.22,-7.006,Major,0.155,131.977,0.513,
0.0299,0.663,168673,0.848,1.23E-06,C#,0.145,-4.03,Major,0.0955,120.977,0.326,
0.0329,0.796,194827,0.717,0,A#,0.276,-2.274,Minor,0.304,75.056,0.28,
0.0699,0.667,280973,0.565,8.75E-05,F#,0.112,-9.452,Minor,0.316,76.165,0.281,
0.0443,0.49,201158,0.903,0.000172,C#,0.139,-7.657,Major,0.304,88.551,0.631,
0.216,0.765,325653,0.687,0,C,0.104,-6.664,Major,0.259,92.873,0.813,
0.254,0.824,165360,0.62,0,C,0.18,-7.051,Major,0.085,114.495,0.96,
0.0978,0.901,190595,0.292,0,D,0.0816,-7.74,Major,0.289,100.54,0.338,
0.0977,0.747,232773,0.52,0.0537,A#,0.142,-10.523,Minor,0.0357,92.869,0.601,
0.163,0.653,202140,0.511,0,C#,0.157,-7.309,Major,0.473,172.266,0.77,
0.0369,0.778,404107,0.769,4.03E-06,F#,0.548,-4.331,Minor,0.248,80.044,0.484,
0.128,0.632,167000,0.681,1.53E-05,C,0.116,-5.023,Minor,0.115,126.477,0.633,
0.0245,0.713,253333,0.697,0,D#,0.181,-5.321,Minor,0.347,144.153,0.509,
0.108,0.857,203534,0.72,0,E,0.218,-5.589,Major,0.289,99.995,0.729,
0.476,0.864,198427,0.39,0,C,0.0954,-5.541,Major,0.128,139.996,0.105,
0.0282,0.652,443413,0.458,0,C#,0.664,-12.272,Major,0.194,100.046,0.174,
0.0405,0.722,212493,0.488,3.28E-06,G#,0.322,-7.547,Major,0.398,80.093,0.661,
0.165,0.943,145760,0.677,0,G,0.327,-6.033,Major,0.246,112.001,0.615,
0.202,0.876,175230,0.519,0,B,0.108,-6.531,Major,0.143,94.981,0.158,
0.169,0.884,166440,0.709,0,D#,0.136,-6.258,Major,0.418,75.027,0.495,
0.0323,0.869,182487,0.56,0,A#,0.219,-7.59,Major,0.137,147.9,0.392,
0.0173,0.412,325615,0.548,0,A#,0.181,-6.981,Major,0.243,81.293,0.176,
0.0483,0.919,146427,0.535,0,F,0.102,-5.944,Minor,0.093,117.957,0.197,
0.392,0.859,104124,0.328,0,E,0.0756,-16.023,Minor,0.511,140.007,0.42,
0.256,0.545,152001,0.804,0,F,0.153,-4.716,Minor,0.198,169.975,0.329,
0.205,0.577,272627,0.86,0,A,0.334,-6.2,Minor,0.318,173.844,0.789,
0.00515,0.808,231653,0.716,1.79E-05,E,0.182,-3.774,Minor,0.0338,90.009,0.352,
0.273,0.781,193181,0.57,0,B,0.196,-5.874,Minor,0.188,107.059,0.858,
0.0581,0.772,218947,0.701,0.00159,C,0.106,-6.605,Minor,0.0724,159.954,0.69,
0.0128,0.795,107993,0.611,0,C,0.114,-7.674,Major,0.23,80.064,0.399,
0.112,0.856,312507,0.762,0.00549,F,0.296,-10.445,Major,0.0814,105.258,0.839,
0.28,0.555,292507,0.509,0,D#,0.0966,-6.938,Minor,0.036,113.99,0.184,
0.0062,0.754,245182,0.524,0.000141,D,0.268,-13.453,Major,0.0481,105.062,0.4,
0.301,0.529,204400,0.788,0,E,0.417,-7.205,Minor,0.39,111.772,0.408,
0.0782,0.803,322000,0.426,0,C,0.108,-14.456,Major,0.3,88.208,0.65,
0.453,0.505,265480,0.795,0,D,0.0998,-6.283,Major,0.434,89.669,0.734,
0.0555,0.764,268933,0.553,0,G#,0.0783,-3.719,Minor,0.0837,93.008,0.103,
0.643,0.583,275071,0.426,0.00175,C#,0.113,-6.16,Major,0.0559,82.003,0.161,
0.00102,0.451,248187,0.771,9.35E-05,F,0.119,-7.357,Minor,0.0467,139.932,0.204,
0.0878,0.606,231746,0.727,0.0301,C#,0.332,-9.802,Major,0.194,116.312,0.379,
0.00189,0.868,217560,0.752,1.69E-05,C#,0.142,-6.786,Major,0.0667,149.987,0.874,
0.0734,0.924,288200,0.596,0,C#,0.14,-3.287,Major,0.113,95.502,0.788,
0.00589,0.662,267720,0.808,0,A,0.613,-3.06,Major,0.122,76.493,0.472,
0.194,0.602,224440,0.704,0,C#,0.528,-6.056,Major,0.166,113.826,0.505,
0.507,0.568,264126,0.515,0,F,0.0997,-9.212,Major,0.474,126.819,0.26,
0.0516,0.855,205682,0.79,1.75E-05,D,0.379,-2.565,Major,0.151,140.016,0.435,
0.183,0.465,290413,0.907,0,C#,0.762,-3.302,Major,0.54,81.761,0.65,
0.141,0.724,196387,0.6,0.000218,A#,0.104,-4.391,Minor,0.29,86.984,0.466,
0.629,0.747,251077,0.455,1.70E-06,C#,0.108,-9.315,Major,0.176,130.106,0.13,
0.0507,0.897,145987,0.293,3.91E-05,C#,0.1,-8.771,Major,0.171,145.029,0.204,
0.339,0.548,194739,0.829,0,C#,0.537,-4.103,Minor,0.285,93.62,0.452,
0.272,0.658,270507,0.781,0,B,0.0437,-5.009,Minor,0.134,92.519,0.769,
0.383,0.808,291788,0.526,0,D,0.127,-9.009,Minor,0.305,139.966,0.555,
0.509,0.758,188703,0.526,0.000467,F,0.0913,-10.81,Minor,0.255,146.054,0.312,
0.0158,0.935,226160,0.781,0,F#,0.164,-5.795,Minor,0.197,123.894,0.918,
0.0967,0.766,162320,0.428,0.0237,F#,0.1,-8.653,Minor,0.0485,91.013,0.565,
0.0656,0.689,291133,0.562,0,G,0.0885,-7.048,Minor,0.0637,133.987,0.21,
0.259,0.685,207013,0.745,3.11E-05,C#,0.107,-6.659,Major,0.117,103.119,0.834,
0.00156,0.934,210462,0.593,0.0112,F#,0.114,-8.42,Minor,0.15,129.999,0.268,
0.153,0.756,260200,0.721,0.000626,A#,0.467,-7.879,Minor,0.0402,120.003,0.781,
0.531,0.822,214246,0.672,0,F#,0.106,-4.233,Major,0.0544,97.014,0.694,
0.337,0.643,264507,0.486,3.86E-06,E,0.702,-10.443,Minor,0.0278,138.151,0.146,
0.0384,0.794,177827,0.592,1.86E-05,G#,0.111,-6.973,Major,0.129,97.201,0.177,
0.0271,0.565,206667,0.683,7.69E-05,C,0.114,-5.77,Major,0.0889,174.073,0.353,
0.0396,0.863,90520,0.718,0,F,0.255,-6.922,Minor,0.0619,115.017,0.717,
0.34,0.843,210361,0.438,0,G,0.0595,-12.245,Minor,0.423,142.044,0.41,
0.0742,0.605,224884,0.887,0,E,0.64,-4.466,Minor,0.38,171.797,0.464,
0.431,0.879,142222,0.591,0.118,C#,0.123,-6.194,Major,0.149,134.99,0.0748,
0.0195,0.723,196301,0.94,0.000517,G,0.0932,-1.883,Major,0.0728,100.033,0.407,
0.46,0.569,94897,0.718,0.0914,G#,0.352,-6.937,Major,0.0371,83.28,0.696,
0.00169,0.924,211588,0.567,0,F,0.0898,-5.009,Major,0.0964,146.975,0.827,
0.00604,0.686,270520,0.751,0.000849,A#,0.0979,-5.747,Minor,0.0604,100.222,0.851,
0.0658,0.588,305886,0.691,0.000206,D,0.0681,-6.137,Major,0.325,159.858,0.493,
0.357,0.697,204148,0.803,1.22E-06,A#,0.132,-3.841,Minor,0.295,131.348,0.681,
0.0317,0.833,202835,0.58,0,F,0.272,-7.57,Minor,0.0824,142.104,0.419,
0.0588,0.791,202636,0.839,6.26E-05,B,0.259,-4.284,Major,0.266,170.113,0.383,
0.106,0.821,247007,0.622,0,C#,0.11,-5.656,Major,0.212,140.971,0.411,
0.0142,0.725,203960,0.69,0,G#,0.134,-5.955,Major,0.0629,159.905,0.0763,
0.0118,0.725,126316,0.903,0,C#,0.0581,-3.795,Major,0.16,151.878,0.729,
0.0121,0.734,155063,0.626,4.34E-05,F,0.373,-4.55,Major,0.256,149.977,0.542,
0.0014,0.66,271959,0.627,0.00229,C#,0.142,-7.936,Major,0.0364,120.034,0.277,
0.0636,0.879,214440,0.573,0,A#,0.256,-8.113,Minor,0.305,91.037,0.73,
0.137,0.636,238933,0.631,0,C,0.0988,-6.859,Major,0.208,140.726,0.578,
0.0235,0.72,247867,0.748,0,A#,0.369,-5.522,Minor,0.393,145.22,0.246,
0.137,0.713,283114,0.545,0,C,0.11,-6.903,Major,0.0762,140.035,0.277,
0.12,0.539,200133,0.699,0.0328,G#,0.109,-6.469,Minor,0.0768,166.01,0.244,
0.125,0.59,286440,0.672,1.04E-06,C#,0.147,-11.792,Major,0.412,206.247,0.688,
0.206,0.925,214227,0.659,7.88E-05,D#,0.279,-4.763,Major,0.231,97.018,0.71,
0.000398,0.888,284333,0.686,0.243,D,0.173,-7.564,Major,0.0335,121.294,0.636,
0.233,0.588,211590,0.731,0,C#,0.103,-7.256,Major,0.246,90.652,0.777,
0.516,0.42,283067,0.726,0,D#,0.0907,-7.113,Minor,0.415,76.585,0.316,
0.763,0.545,200205,0.606,3.92E-06,E,0.0825,-10.982,Minor,0.32,91.686,0.145,
0.146,0.778,278693,0.577,0,E,0.195,-5.313,Major,0.0512,123.977,0.547,
0.528,0.672,230989,0.738,0.0013,A,0.107,-3.987,Minor,0.0872,176.081,0.546,
0.0117,0.838,245387,0.771,0,C#,0.0853,-3.791,Major,0.244,175.957,0.405,
0.0697,0.813,214500,0.714,0,G#,0.061,-4.57,Major,0.308,80.051,0.539,
0.492,0.897,255253,0.598,0.0014,D,0.0646,-7.164,Major,0.0466,119.966,0.528,
0.661,0.503,220909,0.615,0,F,0.122,-9.128,Major,0.137,153.478,0.318,
0.488,0.495,349365,0.7,0,A,0.689,-6.384,Minor,0.366,167.233,0.586,
0.137,0.737,283427,0.653,0.421,C,0.0828,-10.492,Major,0.0335,121.02,0.73,
0.284,0.575,118880,0.728,3.28E-05,B,0.0943,-8.279,Minor,0.391,180.01,0.0348,
0.0821,0.725,246653,0.711,0,A#,0.0931,-4.544,Major,0.0335,93.003,0.477,
0.496,0.812,250920,0.657,0.0024,C#,0.091,-2.77,Major,0.0738,109.998,0.749,
0.0461,0.708,198000,0.548,0,D,0.155,-8.398,Major,0.177,160.067,0.612,
0.0112,0.851,149774,0.479,0,D,0.301,-10.011,Major,0.261,132.98,0.424,
0.00738,0.752,156000,0.491,0,C#,0.111,-7.501,Major,0.375,159.966,0.132,
0.0912,0.855,187465,0.516,0,A#,0.114,-8.116,Minor,0.44,140.955,0.153,
0.000897,0.879,288364,0.41,2.09E-05,G#,0.108,-9.233,Major,0.551,80.011,0.0703,
0.0122,0.382,201800,0.953,0,D,0.238,-2.501,Major,0.355,87.532,0.329,
0.406,0.787,171572,0.531,3.11E-05,E,0.0703,-6.468,Minor,0.132,91.957,0.276,
0.195,0.782,261835,0.559,2.11E-06,C,0.112,-7.955,Minor,0.046,88.038,0.199,
0.0223,0.631,185491,0.67,0.138,D#,0.358,-9.829,Major,0.0622,144.983,0.0611,
0.00451,0.805,255147,0.744,0,C,0.35,-6.02,Major,0.0572,124.983,0.519,
0.0099,0.788,261703,0.601,2.30E-05,F,0.105,-6.673,Major,0.0413,139.926,0.242,
0.214,0.599,239613,0.869,0.129,G,0.108,-4.874,Major,0.0277,90.088,0.637,
0.242,0.865,242407,0.687,0,A#,0.158,-3.744,Minor,0.217,139.023,0.486,
0.025,0.782,181104,0.662,0,C#,0.3,-7.243,Major,0.105,140.051,0.102,
0.117,0.854,225773,0.463,0,F,0.354,-6.159,Major,0.137,120.024,0.549,
0.000225,0.498,125120,0.942,8.70E-06,F,0.41,-6.664,Major,0.07,91.358,0.6,
0.00738,0.675,219684,0.747,0,D#,0.121,-4.46,Minor,0.0741,152.928,0.255,
0.493,0.521,149106,0.58,0.00226,D#,0.12,-8.614,Major,0.201,83.78,0.52,
0.0304,0.846,172933,0.637,0,C#,0.0974,-7.434,Major,0.327,158.082,0.561,
0.000153,0.696,268240,0.643,1.03E-05,C,0.156,-5.218,Major,0.0447,146.005,0.332,
0.616,0.953,171107,0.554,0.000869,C,0.106,-5.12,Major,0.076,101.011,0.457,
0.134,0.777,250213,0.923,1.34E-06,D,0.372,-3.904,Major,0.177,94.009,0.822,
0.206,0.619,219339,0.607,0,C#,0.113,-9.483,Major,0.316,97.899,0.202,
0.098,0.456,151013,0.516,0,G#,0.115,-10.512,Major,0.459,77.058,0.684,
0.0615,0.334,280667,0.783,0,A,0.109,-6.144,Minor,0.181,83.944,0.308,
0.102,0.805,183942,0.624,0,F#,0.235,-5.986,Minor,0.0547,137.007,0.432,
0.0877,0.623,167158,0.599,0,A#,0.11,-8.496,Minor,0.0343,148.077,0.56,
0.222,0.718,302500,0.812,1.41E-06,G,0.147,-6.977,Major,0.205,93.629,0.706,
0.0027,0.791,201149,0.429,0,G#,0.232,-5.604,Major,0.0775,151.995,0.0951,
0.0212,0.63,231933,0.827,8.74E-05,G#,0.136,-6.323,Major,0.104,100.063,0.241,
0.197,0.763,156269,0.732,0.000133,C#,0.526,-6.87,Major,0.22,129.064,0.452,
0.00881,0.631,167660,0.527,1.06E-05,B,0.221,-7.426,Minor,0.376,184.033,0.299,
0.181,0.807,114333,0.505,0,C,0.176,-7.083,Minor,0.0552,120.06,0.266,
0.123,0.444,206627,0.627,0,G,0.0795,-8.744,Minor,0.252,98.21,0.359,
0.0246,0.634,196056,0.697,0,C#,0.177,-7.658,Major,0.346,180.217,0.419,
0.171,0.852,153600,0.507,0.00683,F#,0.0895,-7.383,Major,0.293,99.996,0.398,
0.269,0.592,304760,0.423,0,D#,0.207,-8.184,Minor,0.0904,60.014,0.607,
0.577,0.669,192224,0.42,2.22E-06,A#,0.0998,-12.441,Major,0.373,159.88,0.573,
0.0101,0.674,237146,0.895,0,C,0.0996,-3.973,Major,0.0337,102.984,0.563,
0.00907,0.833,161558,0.203,5.91E-06,A#,0.124,-12.456,Minor,0.211,100.023,0.04,
0.00584,0.558,220606,0.493,0.277,A#,0.11,-10.631,Minor,0.0491,105.056,0.0666,
0.257,0.64,222209,0.758,0,D#,0.82,-5.333,Minor,0.192,172.066,0.797,
0.00377,0.466,204452,0.851,0,C,0.387,-3.735,Major,0.382,109.284,0.463,
0.018,0.769,119373,0.807,0.898,A#,0.227,-11.584,Minor,0.0487,95.064,0.954,
0.182,0.917,162480,0.41,0,A,0.11,-12.848,Minor,0.192,129.923,0.39,
0.0222,0.707,186627,0.617,0,F#,0.345,-8.446,Minor,0.21,160.003,0.534,
0.0789,0.704,184333,0.717,0,D,0.0844,-6.487,Major,0.241,89.989,0.613,
0.0455,0.627,256424,0.598,3.04E-06,D,0.119,-5.483,Major,0.125,135.072,0.0624,
0.0928,0.918,231400,0.609,0,A#,0.139,-5.64,Minor,0.0791,128.008,0.304,
0.00922,0.448,312407,0.74,0,F,0.349,-3.708,Minor,0.247,111.217,0.42,
0.524,0.849,203720,0.531,0,G,0.0693,-5.534,Major,0.258,91.927,0.77,
0.194,0.551,210960,0.725,0,C#,0.0956,-7.619,Minor,0.189,99.919,0.692,
0.00544,0.731,265333,0.368,0,G#,0.193,-10.38,Major,0.0688,145.171,0.512,
0.411,0.715,191765,0.672,0.000459,A,0.152,-8.155,Major,0.127,92.085,0.361,
0.00132,0.787,242107,0.671,0,C#,0.0783,-5.308,Minor,0.0906,81.897,0.637,
0.154,0.694,247707,0.803,0,A#,0.187,-5.265,Minor,0.201,88.063,0.36,
0.00195,0.658,164867,0.91,1.54E-05,G,0.158,-3.499,Major,0.316,92.332,0.494,
0.0542,0.779,153429,0.455,0,C#,0.177,-15.025,Major,0.28,140.181,0.197,
0.0527,0.66,199333,0.789,0,G,0.341,-5.143,Major,0.364,182.218,0.513,
0.93,0.688,277264,0.536,2.06E-05,C#,0.12,-15.598,Major,0.232,95.087,0.363,
0.282,0.75,274227,0.446,0,C#,0.119,-8.059,Minor,0.0759,119.489,0.291,
0.622,0.665,209786,0.798,0,D#,0.304,-4.107,Minor,0.33,134.852,0.73,
0.0801,0.699,218561,0.553,0,D,0.401,-6.596,Major,0.198,134.167,0.209,
0.0239,0.459,243453,0.926,1.93E-05,E,0.183,-3.415,Major,0.155,151.534,0.569,
0.02,0.764,197760,0.695,0.0449,D,0.13,-6.569,Major,0.342,159.865,0.7,
0.0603,0.821,176507,0.707,0,G,0.269,-6.096,Major,0.256,87.033,0.592,
0.0184,0.865,345717,0.751,0,G#,0.0529,-8.363,Minor,0.304,98.647,0.851,
0.102,0.613,360502,0.321,1.26E-05,C,0.0841,-9.197,Minor,0.0826,133.749,0.081,
0.124,0.802,245520,0.412,0,F,0.103,-5.963,Minor,0.0478,89.546,0.394,
0.007,0.886,181628,0.627,0,G,0.124,-5.062,Minor,0.183,149.974,0.165,
0.266,0.81,271067,0.458,0,E,0.174,-7.495,Minor,0.105,125.049,0.493,
0.152,0.847,119165,0.564,0.631,F#,0.339,-9.341,Minor,0.0667,115.962,0.443,
0.264,0.921,210000,0.586,0,G#,0.119,-7.77,Major,0.406,96.042,0.657,
0.435,0.899,292139,0.482,0,G#,0.264,-8.328,Major,0.403,129.958,0.303,
0.00243,0.791,259072,0.634,5.43E-05,C#,0.0812,-7.684,Minor,0.0639,152.961,0.323,
0.371,0.964,200667,0.604,0,G,0.0938,-3.994,Major,0.0844,116.041,0.612,
0.178,0.743,184276,0.731,0,D,0.0876,-3.417,Major,0.379,177.924,0.243,
0.0515,0.642,350482,0.791,0,D,0.119,-3.859,Minor,0.322,93.015,0.331,
0.498,0.651,225609,0.482,1.39E-06,A#,0.103,-9.704,Minor,0.167,114.646,0.296,
0.189,0.74,139347,0.762,0,C,0.4,-1.313,Major,0.33,139.944,0.892,
0.000588,0.723,262920,0.758,0,C#,0.357,-7.303,Minor,0.148,131.051,0.628,
0.0401,0.573,277707,0.831,0,G,0.0909,-5.586,Major,0.433,76.352,0.766,
0.0779,0.68,210827,0.601,0,G,0.296,-8.584,Major,0.362,120.189,0.53,
0.448,0.859,264152,0.684,1.15E-05,D,0.202,-6.962,Major,0.28,91.601,0.613,
0.274,0.714,296307,0.507,0,A#,0.0377,-8.481,Major,0.0437,79.871,0.85,
0.00759,0.855,221827,0.478,0,C#,0.101,-9.116,Major,0.193,130.018,0.284,
0.8,0.768,212793,0.538,0.641,A#,0.112,-8.526,Major,0.0318,122.033,0.519,
0.267,0.784,269533,0.496,0.000531,C#,0.111,-9.184,Minor,0.132,149.977,0.667,
0.178,0.521,220571,0.724,0,C,0.0577,-8.295,Major,0.425,97.948,0.323,
0.0518,0.686,198763,0.633,1.09E-05,C#,0.083,-8.321,Minor,0.2,85.955,0.218,
0.229,0.822,244880,0.564,0.000295,F,0.09,-6.403,Major,0.0383,139.964,0.962,
0.336,0.632,245496,0.731,0,A#,0.0684,-5.232,Minor,0.283,130.761,0.48,
